69.58,-140.18,yaj
69.90,-128.97,wrp
69.58,-120.75,wxk
65.00,-132.00,srr
65.00,-120.00,crr
65.10,-102.43,wtd
60.00,-140.00,mtl
60.00,-120.00,efl
60.00,-100.00,enl
57.00,-127.00,sww
70.20,-148.47,pasc
53.63,-106.20,chrl
67.10,-157.85,pafm
53.99,-105.12,cnlk
52.88,-118.07,wja
62.50,-107.00,ftr
43.90,-110.00,gtp
44.80,-96.70,wtt
43.50,-95.60,che
42.00,-95.00,crl
40.90,-92.80,aia
34.10,-86.10,abl
35.20,-84.80,cld
34.80,-84.05,bra
36.72,-80.97,fri
48.00,-113.00,lrr
42.20,-107.20,psr
42.50,-104.40,lus
42.30,-102.40,ath
42.60,-99.90,aih
39.10,-106.20,ldl
37.30,-88.90,cai
40.20,-92.60,kkl
34.90,-98.10,lw1
48.31,-105.10,fpk
34.25,-89.87,gnc
40.13,-105.24,tbl
37.48,-96.93,w#n
35.96,-84.29,o#k
42.86,-100.41,v#l
40.69,-94.47,rdd
42.04,-77.76,whi
39.17,-79.52,pie
31.71,-89.41,cln
44.92,-80.42,gnb
45.27,-103.54,bh1
44.79,-104.73,bh2
44.46,-103.85,bh3
43.35,-104.69,bh4
43.53,-103.65,bh5
45.50,-95.90,mrs
44.10,-93.50,wsc
35.34,-116.88,dsc
34.40,-87.60,rsl
47.50,-121.10,g001
42.70,-122.20,g002
44.50,-122.70,g003
44.00,-115.00,g004
46.90,-121.30,g005
42.10,-120.90,g006
44.10,-120.50,g007
42.70,-121.40,g009
32.42,-110.73,g010
36.61,-97.49,g011
45.68,-121.27,col1
45.72,-121.56,col2
45.68,-120.82,col3
45.72,-120.21,col4
38.06,-121.77,trav
37.10,-122.28,pesc
37.82,-122.47,ptba
37.94,-122.50,sanq
37.07,-121.12,glry
40.20,-113.30,kbnv
40.42,-73.98,atlh
37.20,-74.80,atl1
36.05,-74.25,atl2
32.80,-77.20,atl3
38.60,-73.75,atl4
29.20,-87.25,gmx1
46.31,-85.46,kery
47.18,-87.22,stdm
42.97,-88.55,kmkx
44.94,-72.51,jayv
37.27,-82.10,grun
74.30,-156.60,a#2
75.00,-140.00,a#3
60.60,-173.30,a#4
59.90,-161.75,a#c
62.88,-149.83,paec
60.79,-148.83,pato
60.49,-149.79,a#d
60.95,-149.14,a#e
29.22,-114.28,klcb
36.20,-81.65,tnb
42.59,-117.87,reo
44.05,-101.60,php
43.58,-86.24,kldm
43.43,-85.30,krqb
43.37,-84.44,kmop
34.38,-104.23,ftsr
46.70,-48.00,wtro
47.20,-55.10,mrys
42.75,-86.10,biv
42.41,-86.28,lwa
45.35,-117.23,joes
41.59,-95.34,hnr
43.78,-87.85,ksbm
40.50,-74.45,rutg
42.10,-77.21,pinn
42.99,-70.62,appl
45.50,-73.57,mcgl
41.10,-72.89,liso
39.69,-121.91,kcic
39.17,-121.11,gvy
35.62,-119.69,lhs
35.66,-121.28,ppb
38.61,-123.21,czc
38.51,-123.22,frs
38.78,-122.99,cvd
37.11,-120.24,ccl
38.65,-122.87,hbg
39.00,-123.12,hld
38.51,-122.96,rod
33.50,-106.18,osc
33.82,-106.65,95e
40.58,-111.63,alta
43.78,-82.99,bax
58.00,-142.00,5ag
54.00,-143.00,a#5
56.00,-137.00,5af
55.00,-155.00,a#6
53.00,-139.00,a#7
51.10,-147.40,a#8
52.00,-162.00,a#9
49.50,-153.70,a#a
49.20,-168.80,a#b
50.00,-135.00,s#1
38.50,-129.00,s#2
34.00,-126.00,s#3
29.50,-123.00,s#4
25.00,-120.00,s#5
25.00,-115.00,s#6
44.30,-140.80,nw1
47.70,-144.10,nw2
37.40,-137.00,nw3
47.00,-138.00,nw4
43.60,-135.50,nw5
39.70,-133.30,nw6
48.50,-129.50,nw7
44.60,-127.50,nw8
50.50,-141.38,nw9
40.50,-126.98,nwa
28.00,-87.00,s#7
28.20,-93.70,s#8
28.50,-92.30,s#9
27.90,-91.00,s#a
28.00,-89.00,s#b
28.00,-85.00,s#c
31.00,-79.00,3j2
48.00,-65.00,afa
37.20,-118.80,c01
47.61,-103.26,c02
37.80,-97.01,c03
34.60,-94.30,c04
37.90,-95.20,c06
38.50,-101.50,c07
37.40,-105.20,c08
36.00,-105.30,c09
34.20,-101.70,c10
33.60,-99.30,c11
33.70,-97.40,c12
37.10,-92.30,c13
41.00,-107.00,c14
46.00,-114.00,c17
47.00,-112.50,c18
49.00,-114.00,c19
49.50,-108.00,c20
49.00,-104.00,c21
47.50,-99.00,c22
46.20,-97.50,c23
46.00,-95.00,c24
40.80,-84.20,c25
38.00,-80.00,c27
34.50,-82.50,c28
37.50,-96.00,c30
38.00,-98.40,c31
37.35,-99.35,c32
35.30,-98.90,c33
35.50,-97.00,c34
34.98,-94.69,c35
36.60,-101.60,c36
39.49,-121.61,bab
33.90,-88.33,cbn
34.64,-103.63,cvs
38.83,-75.43,dov
32.54,-99.25,dys
38.81,-94.26,eax
36.74,-98.13,end
34.36,-98.98,fdr
40.72,-85.93,gvs
30.72,-97.38,hoo
40.32,-98.44,hsi
31.46,-85.46,lor
32.54,-85.79,max
48.50,-101.40,kmib
36.17,-83.40,mor
43.47,-75.46,rme
32.68,-83.35,wrb
36.74,-87.29,xrw
40.92,-78.00,unv
31.40,-114.49,ngx
32.37,-112.87,ajo
32.82,-109.68,e74
48.39,-115.55,lby
48.76,-104.52,pwd
37.70,-123.00,sef
38.32,-123.07,bod
46.37,-104.28,bhk
44.42,-111.37,ipx
42.17,-112.28,mld
39.50,-115.95,p68
38.30,-119.16,bdg
44.68,-73.52,plb
37.28,-102.61,8v7
45.64,-70.26,jack
47.46,-69.22,estc
45.56,-67.43,vanc
42.05,-73.20,can
62.72,-143.97,5sz
67.75,-144.11,awr
65.59,-144.36,bir
61.95,-151.00,bls
57.27,-154.56,btl
66.15,-148.03,bvr
67.03,-143.29,grf
65.20,-161.15,hay
59.75,-151.37,h02
63.39,-158.83,ink
56.97,-134.00,kak
67.95,-162.31,kel
