44.80,-96.70,wtt
43.50,-95.60,che
42.00,-95.00,crl
40.90,-92.80,aia
42.50,-104.40,lus
42.30,-102.40,ath
42.60,-99.90,aih
40.20,-92.60,kkl
48.31,-105.10,fpk
40.13,-105.24,tbl
42.86,-100.41,v#l
40.69,-94.47,rdd
45.27,-103.54,bh1
44.79,-104.73,bh2
44.46,-103.85,bh3
43.35,-104.69,bh4
43.53,-103.65,bh5
45.50,-95.90,mrs
44.10,-93.50,wsc
47.18,-87.22,stdm
42.97,-88.55,kmkx
44.05,-101.60,php
41.59,-95.34,hnr
43.78,-87.85,ksbm
47.61,-103.26,c02
49.00,-104.00,c21
47.50,-99.00,c22
46.20,-97.50,c23
46.00,-95.00,c24
40.32,-98.44,hsi
48.50,-101.40,kmib
48.76,-104.52,pwd
46.37,-104.28,bhk
48.06,-87.78,ls1
47.32,-89.87,ls3
42.67,-87.02,lm2
46.02,-91.45,hyr
41.98,-87.90,kord
41.92,-88.25,kdpa
40.03,-88.28,kcmi
40.66,-89.68,kpia
41.62,-87.42,kgyy
41.78,-87.75,kmdw
41.87,-87.60,kcgx
47.45,-87.90,kp59
42.20,-89.10,krfd
41.45,-90.52,kmli
41.88,-91.70,kcid
40.78,-91.13,kbrl
41.53,-93.65,kdsm
41.10,-92.45,kotm
42.40,-90.70,kdbq
42.55,-92.40,kalo
43.15,-93.33,kmcw
41.30,-95.90,koma
40.84,-96.75,klnk
40.97,-98.32,kgri
40.08,-95.60,fnb
41.98,-97.43,kofk
42.40,-96.38,ksux
41.32,-96.37,oax
41.10,-102.98,sny
41.13,-100.68,klbf
42.83,-103.10,kcdr
41.15,-104.82,kcys
41.32,-105.67,klar
41.87,-103.60,kbff
42.95,-87.90,kmke
43.13,-89.33,kmsn
43.87,-91.25,klse
44.87,-91.48,keau
43.92,-92.50,krst
44.48,-88.13,kgrb
43.98,-88.55,kosh
44.93,-89.63,kauw
44.78,-89.67,kcwa
45.73,-87.08,kesc
45.12,-87.63,kmnm
44.85,-93.57,mpx
43.58,-96.73,kfsd
42.92,-97.38,kykn
43.80,-99.32,k9v9
44.38,-98.22,khon
43.77,-98.03,kmhe
44.92,-97.15,katy
45.55,-94.07,stc
46.40,-94.13,kbrd
44.55,-95.08,krwf
45.87,-95.40,kaxn
44.88,-93.22,kmsp
44.95,-93.07,kstp
43.65,-94.42,kfrm
45.45,-98.43,kabr
44.05,-103.07,krap
44.35,-105.53,kgcc
45.45,-105.40,4bq
47.13,-104.80,gdv
45.53,-100.43,ky26
44.38,-100.28,kpir
45.93,-102.17,ky22
45.63,-89.47,rhi
46.53,-87.55,kmqt
46.35,-87.40,saw
45.82,-88.12,imt
47.17,-88.50,kcmx
46.53,-90.13,kiwd
46.83,-92.18,kdlh
47.38,-92.83,khib
47.82,-91.83,kelo
48.57,-93.38,kinl
48.73,-94.62,kbde
46.90,-96.80,kfar
46.93,-98.68,kjms
47.50,-94.93,kbji
48.93,-95.33,krad
47.95,-97.18,kgfk
48.10,-98.87,kp11
46.77,-100.75,kbis
46.80,-102.80,kdik
48.18,-103.63,kisn
48.27,-101.28,kmot
47.70,-104.20,ksdy
46.43,-105.87,kmls
44.67,-95.45,p#3
43.22,-90.53,p#4
40.09,-100.65,p#6
42.91,-101.69,p#7
40.10,-97.34,p#8
42.21,-97.79,p#9
41.90,-93.70,p#a
41.61,-90.57,dvn
40.81,-87.05,p#b
40.18,-104.72,p#d
40.15,-89.33,ilx
