39.10,-106.20,ldl
35.34,-116.88,dsc
32.42,-110.73,g010
38.06,-121.77,trav
37.10,-122.28,pesc
37.82,-122.47,ptba
37.94,-122.50,sanq
37.07,-121.12,glry
39.69,-121.91,kcic
39.17,-121.11,gvy
35.62,-119.69,lhs
35.66,-121.28,ppb
38.61,-123.21,czc
38.51,-123.22,frs
38.78,-122.99,cvd
37.11,-120.24,ccl
38.65,-122.87,hbg
39.00,-123.12,hld
38.51,-122.96,rod
33.50,-106.18,osc
33.82,-106.65,95e
37.20,-118.80,c01
39.49,-121.61,bab
32.37,-112.87,ajo
32.82,-109.68,e74
37.70,-123.00,sef
38.32,-123.07,bod
39.50,-115.95,p68
38.30,-119.16,bdg
39.20,-124.00,b#h
35.24,-119.03,bfl
32.24,-106.22,wsd
31.80,-106.40,kelp
33.23,-107.27,ktcs
32.27,-107.72,kdmn
31.57,-110.33,fhu
31.47,-109.60,kdug
32.12,-110.93,ktus
33.43,-112.02,kphx
32.65,-114.60,kyum
34.05,-117.60,kont
33.83,-116.50,kpsp
34.20,-118.35,kbur
34.22,-118.48,kvny
35.23,-120.63,ksbp
32.73,-117.17,ksan
32.57,-116.98,ksdm
33.25,-119.45,knsi
33.13,-117.28,kcrq
32.85,-117.12,nkx
33.93,-118.40,klax
33.82,-118.15,klgb
33.68,-117.87,ksna
35.52,-108.78,kgup
31.87,-106.70,kepz
35.05,-106.62,kabq
35.62,-106.08,ksaf
36.75,-108.23,kfmn
35.27,-113.95,igm
36.93,-111.45,kpga
34.53,-112.47,prc
34.65,-112.42,kprc
35.02,-110.73,kinw
34.27,-110.00,sow
34.51,-109.38,sjn
35.13,-111.67,kflg
35.23,-111.82,flg
35.95,-112.15,kgcn
34.77,-114.62,keed
34.92,-117.90,edw
34.84,-116.78,kdag
34.73,-118.22,kwjf
34.63,-118.08,kpmd
35.43,-119.05,kbfl
36.08,-115.17,klas
36.62,-116.02,kdra
36.77,-119.72,kfat
34.12,-119.12,ntd
34.43,-119.83,ksba
34.75,-120.57,vbg
34.90,-120.45,ksmx
35.66,-120.63,kprb
37.15,-107.75,kdro
39.65,-106.92,kege
39.22,-106.87,kase
38.53,-106.93,kguc
39.62,-110.75,puc
37.62,-109.47,4bl
38.37,-110.72,4hv
37.08,-113.60,ksgu
37.70,-113.10,kcdc
37.70,-112.15,kbce
39.12,-108.53,kgjt
38.50,-107.90,kmtj
39.00,-110.17,u28
39.33,-112.58,u24
37.37,-118.37,kbih
37.17,-120.31,mce
37.28,-120.52,kmce
38.52,-121.50,ksac
38.70,-121.58,ksmf
38.05,-117.08,ktph
38.55,-118.63,khth
39.28,-114.85,kely
37.62,-114.52,kp38
39.50,-119.78,krno
39.57,-119.79,krev
36.58,-121.85,kmry
36.66,-121.60,ksns
37.90,-121.25,ksck
37.73,-122.22,koak
37.62,-122.38,ksfo
37.37,-121.93,ksjc
38.52,-122.82,ksts
39.28,-120.70,blu
39.32,-120.13,ktrk
38.90,-120.00,ktvl
39.13,-123.20,kuki
35.68,-117.68,nid
32.41,-106.35,p#l
36.84,-107.91,p#m
32.83,-115.58,kipl
33.63,-116.17,ktrm
33.62,-114.72,kblh
33.08,-106.12,hmn
32.90,-106.40,e28
32.55,-116.97,mmtj
32.63,-117.00,mmml
31.63,-106.43,mmcs
