33.64,-91.75,llq,---
36.22,-92.28,bpk,---
37.30,-88.90,cai,cai
34.90,-98.10,lw1,lw1
34.25,-89.87,gnc,gnc
37.48,-96.93,w#n,w0n
31.71,-89.41,cln,cln
34.40,-87.60,rsl,rsl
36.61,-97.49,g011,g011
29.20,-87.25,gmx1,gmx1
34.38,-104.23,ftsr,ftsr
28.00,-87.00,s#7,s07
28.20,-93.70,s#8,s08
28.50,-92.30,s#9,s09
27.90,-91.00,s#a,s0a
28.00,-89.00,s#b,s0b
37.80,-97.01,c03,c03
34.60,-94.30,c04,c04
37.90,-95.20,c06,c06
38.50,-101.50,c07,c07
37.40,-105.20,c08,c08
36.00,-105.30,c09,c09
34.20,-101.70,c10,c10
33.60,-99.30,c11,c11
33.70,-97.40,c12,c12
37.10,-92.30,c13,c13
37.50,-96.00,c30,c30
38.00,-98.40,c31,c31
37.35,-99.35,c32,c32
35.30,-98.90,c33,c33
35.50,-97.00,c34,c34
34.98,-94.69,c35,c35
36.60,-101.60,c36,c36
33.90,-88.33,cbn,cbn
34.64,-103.63,cvs,cvs
32.54,-99.25,dys,dys
38.81,-94.26,eax,eax
36.74,-98.13,end,end
34.36,-98.98,fdr,fdr
30.72,-97.38,hoo,hoo
36.74,-87.29,xrw,xrw
37.28,-102.61,8v7,8v7
27.90,-95.00,b#8,b08
27.00,-96.50,b#9,b09
29.70,-98.01,sat,sat
36.18,-95.56,tul,tul
38.62,-90.18,stl,stl
38.46,-104.18,pub,pub
36.50,-100.80,g#1,g01
30.30,-101.70,g#2,g02
30.50,-99.10,g#4,g04
30.47,-87.18,kpns,kpns
30.68,-88.25,kmob,kmob
33.22,-87.62,ktcl,ktcl
32.90,-87.25,kckl,kckl
29.98,-90.25,kmsy,kmsy
30.05,-90.03,knew,knew
30.53,-91.15,kbtr,kbtr
30.33,-89.82,6ro,6ro
32.33,-88.75,kmei,kmei
31.47,-89.33,kpib,kpib
32.32,-90.08,kjan,kjan
33.48,-90.98,kglh,kglh
31.18,-90.47,kmcb,kmcb
33.50,-90.08,kgwo,kgwo
30.12,-93.22,klch,klch
30.20,-91.98,klft,klft
29.95,-94.02,kbpt,kbpt
29.30,-94.80,kgls,kgls
29.97,-95.35,kiah,kiah
29.65,-95.28,khou,khou
30.58,-96.37,kcll,kcll
31.23,-94.75,klfk,klfk
32.34,-95.40,ktyr,ktyr
32.34,-94.65,kggg,kggg
32.47,-93.82,kshv,kshv
32.52,-92.03,kmlu,kmlu
31.40,-92.30,kesf,kesf
32.80,-97.30,fwd,fwd
25.90,-97.43,kbro,kbro
26.23,-97.65,khrl,khrl
26.18,-98.23,kmfe,kmfe
27.77,-97.50,kcrp,kcrp
27.73,-98.03,kali,kali
27.55,-99.47,klrd,klrd
29.53,-98.47,ksat,ksat
30.30,-97.70,kaus,kaus
28.85,-96.92,kvct,kvct
31.62,-97.22,kact,kact
32.84,-96.85,kdal,kdal
33.63,-95.45,prx,prx
32.90,-97.03,kdfw,kdfw
32.82,-97.37,kftw,kftw
32.22,-98.18,ksep,ksep
29.37,-100.92,kdrt,kdrt
31.83,-104.80,gdp,gdp
31.37,-100.50,ksjt,ksjt
36.02,-102.55,kdht,kdht
30.37,-104.02,mrf,mrf
31.95,-102.18,kmaf,kmaf
31.78,-103.20,kink,kink
32.41,-99.68,kabi,kabi
33.65,-101.82,klbb,klbb
33.30,-104.53,krow,krow
32.33,-104.27,kcnm,kcnm
32.68,-103.22,khob,khob
34.75,-87.62,kmsl,kmsl
34.27,-88.77,ktup,ktup
35.05,-90.00,kmem,kmem
35.59,-88.92,kmkl,kmkl
34.83,-92.25,klzk,klzk
34.73,-92.23,klit,klit
35.83,-90.65,kjbr,kjbr
34.48,-93.10,khot,khot
34.18,-91.93,kpbf,kpbf
33.45,-93.98,ktxk,ktxk
33.22,-92.80,keld,keld
35.33,-94.37,kfsm,kfsm
36.00,-94.17,kfyv,kfyv
36.27,-93.15,khro,khro
36.20,-92.47,flp,flp
35.73,-91.65,kbvx,kbvx
37.23,-89.57,kcgi,kcgi
36.88,-93.90,umn,umn
37.15,-94.50,kjln,kjln
33.98,-98.50,ksps,ksps
34.98,-99.05,khbr,khbr
36.30,-99.77,kgag,kgag
35.40,-97.60,kokc,kokc
36.73,-97.10,kpnc,kpnc
34.60,-98.40,fsi,fsi
34.30,-97.02,adm,adm
36.20,-95.90,ktul,ktul
34.88,-95.78,kmlc,kmlc
35.23,-97.47,oun,oun
34.43,-100.28,kcds,kcds
35.23,-101.70,kama,kama
35.18,-103.60,ktcc,ktcc
35.65,-105.15,klvs,klvs
38.05,-87.53,kevv,kevv
38.65,-88.97,slo,slo
38.75,-90.37,kstl,kstl
38.66,-90.65,ksus,ksus
37.07,-88.77,kpah,kpah
39.45,-87.32,khuf,khuf
39.84,-89.67,kspi,kspi
39.95,-91.20,kuin,kuin
37.23,-93.38,ksgf,ksgf
38.82,-92.22,kcou,kcou
37.77,-90.43,kfam,kfam
39.32,-94.72,kmci,kmci
39.12,-94.60,kmkc,kmkc
39.77,-94.92,kstj,kstj
37.65,-97.43,kict,kict
38.07,-97.87,khut,khut
37.66,-95.48,kcnu,kcnu
37.77,-99.97,kddc,kddc
37.93,-100.72,kgck,kgck
38.85,-99.27,khys,khys
39.13,-96.67,kmhk,kmhk
39.07,-95.62,ktop,ktop
38.95,-95.67,kfoe,kfoe
38.87,-98.82,krsl,krsl
38.80,-97.65,ksln,ksln
37.45,-105.87,kals,kals
38.05,-103.52,lhx,lhx
38.07,-102.68,laa,laa
38.28,-104.52,kpub,kpub
39.37,-101.70,kgld,kgld
38.82,-104.72,kcos,kcos
39.57,-104.85,kapa,kapa
38.70,-104.77,fcs,fcs
39.75,-104.87,den,den
39.91,-105.12,kbjc,kbjc
39.83,-88.87,kdec,kdec
39.87,-104.67,kden,kden
37.77,-102.18,p#c,p0c
39.26,-103.70,lic,lic
37.65,-99.09,p#e,p0e
37.38,-95.63,p#f,p0f
38.31,-97.30,p#g,p0g
37.52,-92.70,p#h,p0h
39.58,-94.19,p#i,p0i
39.66,-90.48,p#j,p0j
36.07,-99.22,p#n,p0n
36.69,-97.48,p#o,p0o
35.68,-95.86,p#p,p0p
34.98,-97.52,p#q,p0q
36.88,-89.97,p#r,p0r
35.08,-103.61,p#s,p0s
33.02,-100.98,p#t,p0t
31.78,-95.71,p#u,p0u
34.11,-94.29,p#v,p0v
31.90,-92.78,p#w,p0w
30.40,-89.07,kgpt,kgpt
34.09,-88.86,p#x,p0x
31.42,-87.05,kgzh,kgzh
35.25,-93.09,rue,rue
