43.90,-110.00,gtp,gtp
48.00,-113.00,lrr,lrr
42.20,-107.20,psr,psr
47.50,-121.10,g001,g001
42.70,-122.20,g002,g002
44.50,-122.70,g003,g003
44.00,-115.00,g004,g004
46.90,-121.30,g005,g005
42.10,-120.90,g006,g006
44.10,-120.50,g007,g007
42.70,-121.40,g009,g009
45.68,-121.27,col1,col1
45.72,-121.56,col2,col2
45.68,-120.82,col3,col3
45.72,-120.21,col4,col4
40.20,-113.30,kbnv,kbnv
42.59,-117.87,reo,reo
45.35,-117.23,joes,---
40.58,-111.63,alta,---
41.00,-107.00,c14,c14
46.00,-114.00,c17,c17
47.00,-112.50,c18,c18
49.00,-114.00,c19,c19
48.39,-115.55,lby,lby
44.42,-111.37,ipx,ipx
42.17,-112.28,mld,mld
41.80,-124.40,b#i,b0i
46.20,-124.20,b#j,b0j
40.40,-124.50,b#k,b0k
43.11,-112.68,pih,pih
47.47,-115.80,s06,s06
48.65,-123.43,cyyj,cyyj
41.78,-111.85,klgu,klgu
42.92,-106.47,kcpr,kcpr
40.43,-109.52,kvel,kvel
40.48,-107.22,khdn,khdn
40.78,-111.97,kslc,kslc
40.22,-111.72,kpvu,kpvu
41.60,-109.07,krks,krks
41.80,-107.20,krwl,krwl
41.20,-112.02,kogd,kogd
42.82,-108.73,klnd,klnd
43.07,-108.47,kriw,kriw
41.28,-111.03,evw,---
43.60,-110.73,kjac,kjac
42.92,-112.60,kpih,kpih
43.52,-112.07,kida,kida
44.88,-116.10,myl,myl
40.07,-118.57,klol,klol
40.73,-114.03,kenv,kenv
40.87,-115.73,klkn,klkn
40.83,-115.78,keko,keko
41.67,-115.78,awh,awh
40.90,-117.80,kwmc,kwmc
40.38,-120.57,ksve,ksve
43.50,-114.30,ksun,ksun
42.48,-114.48,ktwf,ktwf
42.55,-113.77,kbyi,kbyi
42.15,-121.73,klmt,klmt
40.15,-122.25,krbl,krbl
40.50,-122.30,krdd,krdd
40.80,-124.17,keka,keka
40.98,-124.10,kacv,kacv
41.78,-124.23,kcec,kcec
41.50,-120.53,kaat,kaat
42.37,-122.87,kmfr,kmfr
44.77,-106.97,kshr,kshr
43.97,-107.95,kwrl,kwrl
44.52,-109.02,kcod,kcod
44.68,-111.12,kwys,kwys
45.80,-108.53,kbil,kbil
47.05,-109.47,klwt,klwt
45.95,-112.50,kbtm,kbtm
45.25,-112.55,kldn,kldn
45.78,-111.15,kbzn,kbzn
45.70,-110.45,lvm,lvm
43.57,-116.22,kboi,kboi
43.58,-118.95,kbno,kbno
44.25,-121.15,krdm,krdm
45.12,-113.88,smn,smn
45.95,-116.13,gvl,gvl
45.68,-118.85,kpdt,kpdt
44.83,-117.82,kbke,kbke
43.42,-124.25,koth,koth
44.12,-123.22,keug,keug
44.92,-123.00,ksle,ksle
44.58,-124.06,onp,onp
45.60,-122.60,kpdx,kpdx
45.55,-122.40,kttd,kttd
45.53,-122.95,khio,khio
45.62,-121.17,kdls,kdls
48.22,-106.62,kggw,kggw
47.33,-106.93,jdn,jdn
46.60,-112.00,khln,khln
46.92,-114.08,kmso,kmso
47.48,-111.37,kgtf,kgtf
48.55,-109.77,khvr,khvr
48.30,-114.27,kfca,kfca
48.60,-112.37,kctb,kctb
46.57,-120.53,kykm,kykm
47.28,-121.33,smp,smp
47.40,-120.02,eat,eat
47.40,-120.20,keat,keat
47.30,-119.52,keph,keph
47.20,-119.32,kmwh,kmwh
46.38,-117.02,klws,klws
47.77,-116.82,kcoe,kcoe
46.27,-119.12,kpsc,kpsc
46.10,-118.28,kalw,kalw
47.63,-117.53,kgeg,kgeg
46.75,-117.12,kpuw,kpuw
47.70,-117.60,kotx,kotx
47.68,-117.32,ksff,ksff
48.55,-117.88,cqv,cqv
48.12,-123.50,kclm,kclm
48.42,-119.53,4om,4om
46.15,-123.88,kast,kast
46.97,-122.90,kolm,kolm
46.97,-123.93,khqm,khqm
47.45,-122.30,ksea,ksea
47.50,-122.22,krnt,krnt
47.53,-122.30,kbfi,kbfi
47.90,-122.28,kpae,kpae
47.27,-122.58,ktiw,ktiw
47.95,-124.55,uil,uil
48.80,-122.53,kbli,kbli
40.17,-112.93,dpg,dpg
41.90,-106.19,p#5,p05
