70.970000,-178.530000,u#2,---
68.920000,-179.480000,uhmi,---
66.170000,-169.830000,u#c,---
64.680000,170.420000,uhma,---
64.730000,177.500000,uhaz,---
63.050000,179.320000,u#6,---
64.430000,-173.230000,uhmd,---
52.720000,174.120000,pasy,---
90.000000,-0.000000,a#1,---
32.130000,-7.880000,ben,---
60.200000,11.100000,001384,---
59.670000,17.930000,ssa,---
59.350000,17.950000,002465,---
60.320000,24.970000,002974,---
60.130000,-1.180000,003005,---
51.680000,-1.780000,gva,---
51.750000,-1.580000,gvn,---
51.290000,-0.270000,egl,---
52.250000,-6.330000,003957,---
63.970000,-22.600000,004018,---
55.770000,12.530000,006181,---
52.030000,4.350000,006200,---
50.900000,4.470000,006451,---
46.820000,6.950000,006610,---
48.730000,2.400000,007149,---
43.370000,-8.420000,008001,---
41.670000,-1.020000,zza,---
37.170000,-5.620000,emo,---
16.750000,-22.950000,vac,---
40.420000,-4.250000,082220,---
52.470000,13.400000,103840,---
50.870000,7.150000,ddk,---
50.050000,8.580000,106370,---
54.380000,18.470000,121500,---
47.430000,19.180000,128430,---
44.780000,20.530000,132750,---
35.530000,24.150000,gsa,---
40.970000,29.080000,170620,---
40.130000,33.000000,tac,---
37.750000,40.200000,tcc,---
35.150000,33.280000,176060,---
59.580000,30.180000,260630,---
55.750000,37.570000,276120,---
55.030000,82.900000,296340,---
43.120000,131.900000,319600,---
41.680000,44.950000,375490,---
43.070000,74.470000,uafm,---
41.270000,69.270000,384570,---
31.980000,35.980000,402700,---
31.870000,35.220000,402900,---
24.880000,46.770000,erk,---
24.720000,46.720000,riy,---
29.220000,47.980000,kuw,---
36.320000,43.150000,orbm,---
33.220000,44.230000,bad,---
30.570000,47.780000,bas,---
28.000000,49.000000,p01,p01
27.000000,50.000000,p02,---
35.680000,51.320000,407540,---
31.050000,61.470000,oizb,---
34.420000,70.470000,oajl,---
31.310000,65.850000,oakn,---
25.250000,51.570000,otbd,---
24.420000,54.650000,omaa,---
28.580000,77.200000,421820,---
17.720000,83.300000,vis,---
43.200000,107.170000,443850,---
27.700000,85.370000,444540,---
22.320000,114.170000,450040,---
25.030000,121.520000,466920,---
10.720000,115.830000,469020,---
37.550000,126.800000,rks,---
40.700000,141.370000,rjsm,---
35.550000,139.780000,rjtt,---
34.680000,135.530000,477720,---
1.380000,103.720000,486870,---
21.020000,105.800000,488200,---
10.820000,106.670000,489000,---
51.720000,126.650000,503530,---
39.800000,116.470000,545110,---
30.670000,104.020000,562940,---
34.300000,108.930000,570360,---
31.170000,121.430000,583670,---
27.930000,-15.380000,clp,---
33.570000,-7.670000,601550,---
31.620000,-8.030000,602300,---
22.820000,5.470000,aat,---
13.480000,2.170000,drrn,---
16.720000,-3.000000,gatb,---
14.730000,-17.500000,gooy,---
13.350000,-16.800000,byd,---
-7.300000,72.420000,jdg,---
24.220000,23.300000,622710,---
31.330000,27.220000,623060,---
-1.280000,36.830000,637390,---
-3.420000,37.070000,637910,---
-4.920000,38.230000,638180,---
-4.380000,15.450000,zaa,---
6.580000,3.330000,652010,---
7.380000,-7.530000,655480,---
5.250000,-3.930000,diap,---
6.230000,-10.370000,lrb,---
-24.370000,31.050000,ahs,---
-33.970000,18.600000,688160,---
13.350000,144.800000,pgum,---
15.120000,145.730000,pgsn,---
19.280000,166.650000,pwak,---
7.470000,151.850000,ptkk,---
6.970000,158.220000,ptpn,---
5.330000,163.030000,ptsa,---
8.730000,167.730000,pkwa,---
7.080000,171.380000,pkmj,---
7.330000,134.480000,ptro,---
9.480000,138.080000,ptya,---
14.200000,145.200000,915001,---
15.000000,145.600000,915002,---
18.800000,145.700000,915003,---
8.100000,134.700000,915004,---
5.300000,132.200000,915005,---
8.300000,137.500000,915006,---
10.000000,139.800000,915007,---
9.800000,140.500000,915008,---
7.400000,134.900000,915009,---
8.600000,144.600000,915010,---
7.400000,147.100000,915011,---
7.400000,149.200000,915012,---
8.600000,149.700000,915013,---
8.600000,151.900000,915014,---
6.900000,152.700000,915015,---
5.500000,153.800000,915016,---
3.800000,155.000000,915017,---
5.800000,157.300000,915018,---
7.000000,157.900000,915019,---
6.800000,159.800000,915020,---
