34.10,-86.10,abl
35.20,-84.80,cld
34.80,-84.05,bra
36.72,-80.97,fri
35.96,-84.29,o#k
39.17,-79.52,pie
37.27,-82.10,grun
36.20,-81.65,tnb
38.00,-80.00,c27
34.50,-82.50,c28
38.83,-75.43,dov
31.46,-85.46,lor
32.54,-85.79,max
36.17,-83.40,mor
32.68,-83.35,wrb
36.25,-86.57,bna
38.83,-82.80,pmh
38.88,-78.52,woo
39.62,-78.76,cbe
39.61,-77.01,w54
24.55,-81.75,keyw
25.82,-80.28,kmia
25.90,-80.28,kopf
26.07,-80.15,kfll
25.65,-80.43,ktmb
26.68,-80.12,kpbi
26.20,-80.17,kfxe
28.10,-80.65,kmlb
27.65,-80.42,kvrb
28.43,-81.32,kmco
29.18,-81.05,kdab
30.50,-81.69,kjax
32.13,-81.19,ksav
32.90,-80.03,kchs
27.70,-82.38,tbw
27.50,-80.37,kfpr
26.58,-81.87,kfmy
26.53,-81.75,krsw
27.97,-82.53,ktpa
27.40,-82.55,ksrq
27.92,-82.68,kpie
29.62,-83.10,cty
31.25,-82.40,kays
31.25,-81.47,kbqk
31.15,-81.37,kssi
30.38,-84.37,ktlh
29.68,-82.27,kgnv
33.36,-84.57,ffc
31.53,-84.18,kaby
30.78,-83.28,kvld
32.70,-83.65,kmcn
33.37,-81.97,kags
33.65,-84.42,katl
33.78,-84.52,kfty
33.88,-84.30,kpdk
29.73,-84.98,aqq
30.56,-85.92,vps
30.22,-85.68,kpfn
32.33,-84.83,lsf
32.52,-84.93,kcsg
32.30,-86.40,kmgm
31.32,-85.45,kdhn
33.57,-86.75,kbhm
33.58,-85.85,kanb
33.17,-86.77,bmx
33.99,-78.43,ilm
34.27,-77.90,kilm
35.17,-79.02,kpob
34.98,-78.87,kfay
35.27,-75.55,khat
34.78,-76.87,kmhx
35.87,-78.78,krdu
35.84,-77.90,krwi
36.90,-76.19,korf
37.13,-76.50,kphf
35.07,-77.05,kewn
33.95,-81.12,kcae
34.18,-79.72,kflo
33.95,-83.32,kahn
34.84,-82.35,kgmu
34.90,-82.22,kgsp
34.50,-82.72,kand
35.22,-80.93,kclt
35.73,-81.37,khky
35.43,-82.55,kavl
36.08,-79.94,kgso
37.21,-80.41,krnk
36.48,-82.40,ktri
36.13,-80.22,kint
34.65,-86.77,khsv
35.03,-85.20,kcha
35.82,-83.98,ktys
35.95,-85.08,kcsv
36.13,-86.68,kbna
37.50,-77.33,kric
38.13,-78.44,kcho
37.35,-78.43,kfvx
37.93,-75.48,wal
38.95,-77.44,kiad
38.28,-76.40,nhk
38.33,-75.51,ksby
38.84,-77.03,kdca
39.18,-76.67,kbwi
39.70,-77.73,hgr
39.33,-76.42,kmtn
39.45,-74.57,kacy
39.37,-75.07,kmiv
39.88,-75.25,kphl
39.68,-75.60,kilg
37.33,-79.19,klyh
36.57,-79.33,kdan
37.32,-79.97,kroa
37.78,-81.12,kbkw
37.30,-81.19,kblf
37.87,-80.40,klwb
38.37,-81.60,kcrw
38.88,-79.85,kekn
39.30,-80.23,kckb
39.65,-79.92,kmgw
39.40,-77.98,kmrb
39.05,-84.67,kcvg
38.03,-84.60,klex
38.18,-85.73,ksdf
38.23,-85.67,klou
37.59,-83.32,kjkl
37.08,-84.08,kloz
38.37,-82.55,khts
39.42,-83.83,iln
39.34,-81.43,kpkb
40.00,-82.88,kcmh
39.95,-81.90,kzzv
39.90,-84.20,kday
39.09,-84.42,kluk
39.73,-86.27,kind
27.65,-81.33,agr
38.83,-85.42,kmdn
36.97,-86.42,kbwg
36.27,-76.18,kecg
31.90,-81.63,u#9
30.89,-83.01,vad
33.68,-78.93,kmyr
33.82,-78.72,kcre
28.47,-80.55,xmr
26.70,-78.97,mygw
26.55,-78.69,mygf
25.73,-79.30,mybs
25.05,-77.47,mynn
