42.04,-77.76,whi
40.42,-73.98,atlh
46.31,-85.46,kery
44.94,-72.51,jayv
43.58,-86.24,kldm
43.43,-85.30,krqb
43.37,-84.44,kmop
42.75,-86.10,biv
42.41,-86.28,lwa
40.50,-74.45,rutg
42.10,-77.21,pinn
42.99,-70.62,appl
41.10,-72.89,liso
43.78,-82.99,bax
40.80,-84.20,c25
40.72,-85.93,gvs
43.47,-75.46,rme
40.92,-78.00,unv
44.68,-73.52,plb
45.64,-70.26,jack
47.46,-69.22,estc
45.56,-67.43,vanc
42.05,-73.20,can
44.30,-67.30,jpb
45.33,-86.42,lm1
45.35,-82.84,lh1
47.56,-86.55,ls2
41.68,-82.40,le1
44.28,-82.42,lh2
43.62,-77.41,lo1
42.74,-79.35,le3
41.50,-81.60,cle
42.27,-82.97,cyqg
40.28,-74.82,kttn
40.08,-75.01,kpne
40.80,-74.42,kmmu
40.18,-80.65,khlg
40.00,-82.88,kcmh
40.41,-86.93,klaf
40.87,-72.86,okx
40.70,-74.17,kewr
40.84,-74.07,kteb
40.77,-73.90,klga
40.80,-73.10,kisp
41.63,-73.87,kpou
41.07,-73.69,khpn
41.50,-74.10,kswf
41.17,-73.12,kbdr
41.27,-72.87,khvn
41.33,-72.05,kgon
41.17,-71.58,bid
41.25,-70.07,kack
41.92,-70.73,kpym
41.68,-70.97,kewb
41.67,-70.28,khya
41.73,-71.43,kpvd
41.60,-71.42,koqu
41.93,-72.68,kbdl
41.73,-72.18,ijd
42.57,-72.27,kore
41.73,-72.65,khfd
42.58,-70.92,kbvy
42.37,-71.03,kbos
42.27,-71.87,korh
40.38,-75.97,krdg
40.20,-76.76,kmdt
41.18,-78.90,kduj
40.30,-78.32,kaoo
40.32,-78.83,kjst
40.84,-77.85,kunv
41.33,-75.73,kavp
41.25,-76.92,kipt
42.22,-75.98,kbgm
42.48,-76.44,kith
42.17,-76.90,kelm
43.53,-72.95,rut
40.65,-75.43,kabe
42.75,-73.80,kalb
43.33,-73.62,kgfl
44.68,-75.47,ogs
43.12,-76.12,ksyr
43.15,-75.37,kuca
40.50,-80.22,kpit
40.77,-80.40,kbvi
40.34,-79.93,kagc
40.28,-79.40,klbe
40.91,-81.43,kcak
42.15,-79.26,kjhw
41.42,-81.87,kcle
40.82,-82.52,kmfd
41.27,-80.67,kyng
42.08,-80.18,keri
41.80,-78.62,kbfd
41.38,-79.87,kfkl
42.93,-78.73,kbuf
43.10,-78.94,kiag
43.12,-77.67,kroc
41.00,-85.20,kfwa
40.25,-85.40,mie
41.70,-86.32,ksbn
41.60,-83.80,ktol
41.02,-83.67,kfdy
42.23,-83.33,kdtw
42.42,-83.02,kdet
42.92,-82.53,kphn
42.77,-84.60,klan
42.27,-84.47,kjxn
42.30,-85.25,kbtl
43.20,-71.50,kcon
43.08,-70.82,kpsm
43.65,-70.32,kpwm
44.45,-68.37,kbhb
44.07,-69.10,krkd
44.92,-67.00,kepo
47.28,-68.32,kfve
44.80,-68.83,kbgr
43.35,-72.52,vsf
43.63,-72.30,kleb
44.42,-72.02,1v4
44.20,-72.57,kmpv
44.58,-71.18,kbml
44.47,-73.15,kbtv
44.53,-70.53,krum
44.32,-69.80,kaug
45.47,-69.58,kgnr
45.65,-68.68,kmlt
44.93,-74.85,kmss
44.00,-76.01,kart
44.38,-74.19,kslk
42.70,-83.47,dtx
44.90,-84.72,apx
42.88,-85.52,kgrr
42.23,-85.55,kazo
43.17,-86.25,kmkg
42.97,-83.75,kfnt
42.67,-83.42,kptk
43.53,-84.08,kmbs
44.28,-85.42,kcad
44.73,-85.58,ktvc
45.07,-83.57,kapn
46.12,-67.80,khul
46.62,-69.53,k40b
46.87,-68.01,kcar
46.68,-68.05,kpqi
46.47,-84.37,anj
46.25,-84.47,kciu
45.57,-84.80,kpln
44.05,-75.73,gtb
43.90,-70.25,gyx
42.93,-71.43,kmht
40.65,-73.78,kjfk
42.47,-71.28,kbed
42.72,-71.12,klwm
42.20,-72.53,kcef
42.15,-72.72,kbaf
41.67,-69.97,kchh
42.85,-73.93,ksch
